vid_id,vid,num_frames,inference_time_ms,latency_time_ms,frame_inference_time_ms,frame_latency_time_ms
482f2643-7eea-426d-8643-faae675739a0,2025-11-28_053936_de4b6d58-5325-4793-8df3-52c5fc65878c,163,210175.077,244851.044,1289.418,1502.154
76623365-f1ed-409e-a111-e40020eb6217,2025-11-28_075346_42aaa445-db18-438f-836a-752ced15cd22,257,331354.138,383277.429,1289.316,1491.352
5870ba4c-58b7-489b-9d57-4319593579bd,2025-12-01_064005_348424dd-1e9e-45be-9df0-1a2cbe98df3c,38,48986.502,56771.193,1289.118,1493.979
873f0b89-a563-4440-b7f6-bdb0d22dcd3f,2025-12-12_052743_5ac8852a-cea2-4a6b-82df-a6bf204255f8,107,137957.709,160105.49,1289.324,1496.313
bbb7ed0c-3adc-4d61-a73b-eeddeecea29d,2025-12-15_003847_ba96a697-e0b8-40e4-bf84-825d6a982050,125,161326.568,187657.386,1290.613,1501.259
23af9a66-08d4-447b-8cbc-38dd24f6192e,2025-12-15_021127_5d803b23-52a5-4815-9fb1-988e6b759959,99,127642.74,147950.749,1289.321,1494.452
8168397b-ede6-44fd-9afb-428cf89a5416,0409ea20af4d2089_83d5bcbc-3175-4fdc-b935-4162c087b324,83,107014.168,124964.239,1289.327,1505.593
de079ceb-817c-4296-8f54-7312f03e4bee,dfe1dfc888193864_88e2e864-4689-41d0-8701-c71b1666962e,91,117338.823,139345.515,1289.438,1531.269
333f52ce-20ef-449f-8bd4-534de18395c1,f4134d698722eec5_3434b65c-895e-4c3a-b9d6-30e9eb6928d0,65,83799.977,99003.139,1289.23,1523.125
66940b12-6da7-4b1a-b58d-b271c6cbb305,ef8ad6b8f2aca05e_e23299b4-3dfd-40c1-8dcf-22cc0281aec2,217,279802.842,330045.929,1289.414,1520.949
61b05e08-3867-45be-bd5a-293f28f430d4,e4b239254fc5ed78_b3bcfb6b-6191-449a-a8e7-64a8b0771854,19,24493.083,28489.23,1289.11,1499.433
ba5ce3d3-2bc3-47c2-9e4e-dd0df1fd8860,ae6fd2581ddb582b_9127e493-745c-410a-a255-d63acbe44fd6,20,25786.33,30007.852,1289.317,1500.393
7aecc574-96af-4618-ae73-77b7f4984275,a2d73b4171e25875_d72409e8-b259-4da7-85b2-f84ea54222ab,38,48989.13,57021.921,1289.188,1500.577
6bd417a8-de56-4fb9-9ae4-8f6086c3fd0f,234b9596e5898889_5d891953-7d9a-47bf-9cdb-850305b75650,7,9029.842,10524.469,1289.977,1503.496
5a764d15-7993-4308-a4ea-593e997d50cf,21f15337b82011ac_1ffbac7b-10d8-488e-9046-b527428e8bba,38,48984.096,56966.966,1289.055,1499.131
37b3621b-b6b5-4271-8ff5-f3134392dd14,7fb91d21546408a2_5900a5c3-6fc5-492c-a17c-30a4a1d6ef45,51,65744.997,76310.232,1289.118,1496.279
88892b8a-9a15-4548-9f0a-54d1ae59b75e,6cfb1ba29a36ae98_c8a2b6a3-70ec-4a07-a5be-16b6c8c9135b,47,60601.496,70243.648,1289.394,1494.546
f598c748-53b8-43b2-b5ab-de9b43a1dbcd,6a028e65be5f3e72_b1a1f87c-ffd5-416a-a29c-dbbdf6260368,42,54160.373,62631.324,1289.533,1491.222
9164f4ed-0087-45ab-bea7-2048c5c22795,4bf394707daf5e2e_49a7469f-fd22-4c7d-a3ec-25cab4892895,51,65774.133,76495.257,1289.689,1499.907
9604fde0-d0db-462e-be4a-3cb2f9f6b29c,0c11abcb3064d945_2c2d4bfc-0833-44a3-a81f-9b40eee2b33e,31,39986.198,46508.63,1289.877,1500.278
176f61e7-06d3-4bdc-8edc-b548a1387e9d,fefe4f80a578a4db_61049b53-5ad8-4ee8-b337-739dec2db120,58,74780.713,86993.901,1289.323,1499.895
462cad27-c478-404c-a7d6-e9ee086431c2,eda3d67004400d7f_5da5f4d4-7334-4e08-9613-57e1722984f7,24,30943.834,35841.493,1289.326,1493.396
37925524-6cbe-4213-ae81-094d39e30418,e19a3058e4b8513e_dcdd1dfa-c12f-4d57-be18-c89c3bf41489,123,158575.38,183647.912,1289.231,1493.072
34b69873-36a3-4de7-8923-591eafe4553a,dcd44647e6aa9f59_20df37e1-10a6-4a61-b226-6a1dbd3b58c2,136,175320.633,203545.472,1289.122,1496.658
3daa2868-5469-4f1d-a268-45c14f8bbd38,dbb59f2e3439c4eb_9b199d1d-f6e8-4caa-a872-4ad5a40e2b19,100,128928.348,149675.734,1289.283,1496.757
064fa016-653d-4057-811f-f4b9ccd269df,ca141b97d55814cf_b912ada0-1f85-4bf8-8fe4-983897406a88,114,146987.6,170463.281,1289.365,1495.292
c7e3ab4d-0839-451a-a9b2-d567567f9602,a60ce82d5287f8c1_6d5e8069-2930-4940-a85c-c21e127f32bc,49,63172.541,73189.086,1289.236,1493.655
93eaec3f-a31e-4058-aac8-16699a8001d2,60980501b10504dc_89bb8c1a-31e8-4582-8c51-a5267356e2f2,97,125058.797,145001.787,1289.266,1494.864
4a9743ac-763c-4bbc-b22e-8622821c7f7e,48460807b1547a94_2a5a7d96-500c-4ab6-8b24-a727a8687932,219,282360.007,327082.967,1289.315,1493.53
d02e624f-ee3c-4677-8e8c-3676d34b174b,787952f918d925db_70b54719-f9ce-43bd-b2ca-800e1c676e8b,90,116022.819,134549.077,1289.142,1494.99
6d38279f-80db-4738-88fb-f0d70842b162,718788f156f5d372_c8170f06-df8c-44eb-b4de-471e2ca7b37b,77,99256.593,115151.267,1289.047,1495.471
ad8cea90-5a8b-46ba-b79e-fced012e6a9e,4826cf7214d68d96_32a393a2-08bc-47e5-9826-6560f36c51e0,35,45127.852,52528.24,1289.367,1500.807
